bay,species,year,pred_total,obs_total,pred_mean,obs_mean,pred_median,obs_median,n,month
TB,Centropomus undecimalis_A,2018.0,1953.887584404918,1371.000036524812,0.8265175906958198,0.5799492540291082,0.32250848412513733,0.0,2364,
TB,Centropomus undecimalis_A,2019.0,1766.4572988672153,1460.000036951254,0.7472323599269101,0.6175973083550144,0.31035126745700836,0.0,2364,
TB,Centropomus undecimalis_A,2020.0,1844.2869423970697,1214.0000335834943,0.7801552209801479,0.5135363932248284,0.3566289097070694,0.0,2364,
TB,Centropomus undecimalis_A,2021.0,2255.6105976961553,740.0000104771913,0.9541499990254464,0.31302876923739054,0.3483406752347946,0.0,2364,
TB,Centropomus undecimalis_A,2022.0,1098.886809124786,460.000003817776,0.46484213583958794,0.19458545000751948,0.12467325851321215,0.0,2364,
TB,Centropomus undecimalis_A,2023.0,958.764863598055,756.0000228584533,0.4055688932309877,0.31979696398411733,0.1507722288370132,0.0,2364,
TB,Centropomus undecimalis_A,2024.0,1091.553206909448,463.0000101982463,0.4617399352408832,0.1958544882395289,0.2508987784385681,0.0,2364,
TB,Centropomus undecimalis_A,,716.8293201508204,653.0000215040948,0.24456817473586503,0.2227908636997935,0.063958540558815,0.0,2931,1.0
TB,Centropomus undecimalis_A,,836.3894735828035,711.0000196091612,0.28535976580784833,0.24257933115290387,0.1068172082304954,0.0,2931,2.0
TB,Centropomus undecimalis_A,,1561.5095374901339,1013.000030032764,0.5327565805152282,0.3456158410210727,0.1946203559637069,0.0,2931,3.0
TB,Centropomus undecimalis_A,,1667.8029338806955,1173.0000386694794,0.5690218129923902,0.40020472148395747,0.2436308860778808,0.0,2931,4.0
TB,Centropomus undecimalis_A,,1615.4574726363062,1113.0000277015276,0.5511625631648946,0.37973388867332913,0.2168469727039337,0.0,2931,5.0
TB,Centropomus undecimalis_A,,1608.6280645747029,1146.0000193786527,0.5488325024137506,0.3909928418214441,0.2085385173559188,0.0,2931,6.0
TB,Centropomus undecimalis_A,,2041.4514333213592,1072.0000309720997,0.6965033890553938,0.36574548992565664,0.1985238641500473,0.0,2931,7.0
TB,Centropomus undecimalis_A,,1852.4398858178101,1169.0000303748827,0.63201633770652,0.3988399967160978,0.2158815860748291,0.0,2931,8.0
TB,Centropomus undecimalis_A,,2240.665057015838,1452.0000268273247,0.764471189701753,0.49539407261252977,0.2617608308792114,0.0,2931,9.0
TB,Centropomus undecimalis_A,,2076.453068828583,1319.0000267074645,0.7084452640152109,0.4500170681362895,0.270071268081665,0.0,2931,10.0
TB,Centropomus undecimalis_A,,1612.812347473784,1193.0000350607095,0.550260098080445,0.40702832994224136,0.1940920352935791,0.0,2931,11.0
TB,Centropomus undecimalis_A,,1205.4953472693232,1151.0000246790107,0.4112914866152587,0.3926987460522043,0.1072892174124717,0.0,2931,12.0
TB,Centropomus undecimalis_SA,2010.0,22.92636007648428,78.00000089362021,0.009899119204008756,0.033678756862530315,0.0013148709549568,0.0,2316,
TB,Centropomus undecimalis_SA,2011.0,49.353576822312604,104.20000214375885,0.02130983455194845,0.04499136534704613,0.00256282149348405,0.0,2316,
TB,Centropomus undecimalis_SA,2012.0,110.96389099356009,111.8000021643715,0.04791187003176169,0.048272885217776985,0.00762712885625655,0.0,2316,
TB,Centropomus undecimalis_SA,2013.0,134.29655006486416,143.6000046273623,0.05798642058068401,0.06200345622943104,0.01110122632235285,0.0,2316,
TB,Centropomus undecimalis_SA,2014.0,102.5749688122886,133.40000141640755,0.04428971019528869,0.05759930976528823,0.006437004776671499,0.0,2316,
TB,Centropomus undecimalis_SA,2015.0,124.77975524369131,86.40000093838722,0.05387726910349366,0.03730569988704111,0.0014232159010134499,0.0,2316,
TB,Centropomus undecimalis_SA,2016.0,122.00351902677625,145.20000260446625,0.05160893359846711,0.061421320898674386,0.00098474725382395,0.0,2364,
TB,Centropomus undecimalis_SA,2017.0,130.01588702724246,149.4000028098188,0.05499826016380815,0.06319797073173385,0.0042712481226772,0.0,2364,
TB,Centropomus undecimalis_SA,2018.0,126.80018505274707,155.6000034532696,0.05363798014075595,0.06582064443877733,0.0,0.0,2364,
TB,Centropomus undecimalis_SA,2019.0,137.6495681310479,142.0000013948759,0.05822739768656848,0.06006768248514209,0.00542827928438775,0.0,2364,
TB,Centropomus undecimalis_SA,2020.0,180.61489014234382,121.80000490457587,0.07640223779286964,0.05152284471428759,0.00368510175030675,0.0,2364,
TB,Centropomus undecimalis_SA,2021.0,106.95438409689804,77.40000154600725,0.045242971276183604,0.03274111740524841,0.0087651796638965,0.0,2364,
TB,Centropomus undecimalis_SA,2022.0,81.26917873322952,0.0,0.03437782518326122,0.0,0.01056497031822795,0.0,2364,
TB,Centropomus undecimalis_SA,2023.0,33.75871349755606,0.0,0.01428033565886466,0.0,0.00042792063322845,0.0,2364,
TB,Centropomus undecimalis_SA,2024.0,11.646522357201206,0.0,0.004926616902369376,0.0,0.002046457841061,0.0,2364,
TB,Centropomus undecimalis_SA,,119.64066226283774,144.2000034989161,0.04081905911389892,0.04919822705524261,0.0057086623273789,0.0,2931,1.0
TB,Centropomus undecimalis_SA,,129.29524080923773,153.4000048635035,0.04411301289977405,0.05233708797799506,0.0047174892388284,0.0,2931,2.0
TB,Centropomus undecimalis_SA,,91.02919730100427,83.8000023537669,0.03105738563664424,0.02859092540217226,0.0047072083689272,0.0,2931,3.0
TB,Centropomus undecimalis_SA,,98.24131012910982,104.40000173503462,0.03351801778543494,0.03561924317128441,0.004664082545787,0.0,2931,4.0
